Tanggal,Penulis,Judul,Artikel,Label
" Jumat, 1 Desember 2023 19:16 WIB",Pewarta: Maria Cicilia Galuh PrayudhiaEditor: Faisal YuniantoCOPYRIGHT © ANTARA 2023,Budi Waseso diangkat sebagai Komisaris Utama PT Semen Indonesia," Perseroan saat ini terus fokus menjalankan inisiatif-inisiatif strategis untuk peningkatan kinerjaMimika (ANTARA) - PT Semen Indonesia (Persero) Tbk atau yang disebut SIG mengangkat Budi Waseso sebagai Komisaris Utama dan Komisaris Independen perseroan dalam Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) SIG 2023 di Jakarta, Jumat.   Sekretaris Perusahaan SIG Vita Mahreyni mengatakan, RUPSLB 2023 mengukuhkan pemberhentian dengan hormat Rudiantara sebagai Komisaris Utama dan Arief Prasetyo Adi sebagai Komisaris.   Dengan penunjukan komisaris baru, SIG terus fokus menjalankan inisiatif-inisiatif strategis untuk peningkatan kinerja sehingga memberikan nilai tambah.   ""Perseroan saat ini terus fokus menjalankan inisiatif-inisiatif strategis untuk peningkatan kinerja agar dapat terus memberikan nilai tambah bagi pemangku kepentingan khususnya para pemegang saham, serta mencapai operational excellence dan target-target keberlanjutan,"" ujar Vita melalui keterangan tertulis.   Vita menyampaikan, beberapa inisiatif strategis yang menjadi fokus SIG antara lain dekarbonisasi melalui instalasi solar panel di unit-unit operasional dan pemanfaatan refuse derived fuel (RDF) sebagai bahan bakar alternatif di pabrik semen.   Kemudian, optimalisasi pasar ekspor dan mempertahankan kepemimpinan dalam proyek strategis nasional, modernisasi ekosistem retail, penerapan plant optimizer serta cargo cosolidator untuk efisiensi biaya produk dan distribusi.   Lebih lanjut, untuk menjaga keberlanjutan bisnis di tengah kondisi pasar semen yang masih mengalami oversupply dan persaingan yang ketat, SIG berkomitmen untuk mempertahankan kepemimpinan pasar melalui optimalisasi pasar, fasilitas produksi dan jaringan distribusi yang ekstensif.   ""SIG siap memenuhi berbagai kebutuhan pelanggan dengan solusi produk dan layanan inovatif dan ramah lingkungan,"" kata Vita.   Baca juga: SIG siapkan strategi untuk pertahankan dominasi pasar semen  Baca juga: Semen Indonesia perkuat sinergi dengan pemilik toko bangunan  Baca juga: PTPL dan SIG sepakati nota kesepahaman pengembangan pelumas industriPewarta: Maria Cicilia Galuh PrayudhiaEditor: Faisal Yunianto    COPYRIGHT © ANTARA 2023 ",ekonomi
" Jumat, 1 Desember 2023 19:08 WIB",Pewarta: Michael SiahaanEditor: Evi RatnawatiCOPYRIGHT © ANTARA 2023,BPS: Inflasi Sumut pada November dipengaruhi cabai merah-beras,"     Medan (ANTARA) - Badan Pusat Statistik (BPS) Sumatera Utara menyatakan, inflasi di wilayahnya pada November 2023 baik secara bulan ke bulan (month to month) dan tahun ke tahun (year on year) dominan dipengaruhi kenaikan harga cabai merah dan beras.   ""Pada November 2023, tercatat inflasi 'month to month' Sumut 0,45 persen dan inflasi 'year on year' 3,20 persen,"" ujar Kepala BPS Sumut Nurul Hasanudin di Medan, Jumat.   Nurul melanjutkan, secara bulanan, naiknya harga cabai merah memberikan andil 0,31 persen terhadap inflasi, tertinggi dibandingkan komoditas lainnya.   Selain cabai merah, inflasi bulanan Sumut pada November 2023 terjadi akibat naiknya harga cabai rawit (0,10 persen), bawang merah (0,05 persen), gula pasir, emas dan perhiasan (0,04 persen), angkutan udara (0,03 persen) dan beras (0,02 persen).   Sementara deflasi bulanan datang akibat turunnya harga daging ayam ras (-0,08 persen), tomat (-0,06 persen), ikan dencis (-0,06 persen), ikan tongkol (-0,03 persen) dan bensin (-0,02 persen).   Kemudian, secara tahunan, giliran harga beras yang memberikan pengaruh terbesar untuk inflasi Sumut pada November 2023 dengan andil 0,70 persen.   Selain beras, cabai merah juga berdampak pada inflasi tahunan (0,43 persen), rokok kretek filter (0,22 persen), cabai rawit (0,18 persen) dan perguruan tinggi (0,13 persen).   Deflasi tahunan November 2023 terjadi akibat penurunan harga ikan dencis (-0,07 persen), daging babi (-0,05 persen), jeruk (-0,04 persen), sabun cair (-0,04 persen) dan ikan tongkol (-0,03 persen).   ""Mudah-mudahan Sumut bisa mengendalikan inflasi sampai akhir tahun 2023. Komoditas yang biasanya bergejolak pada akhir tahun harus mendapatkan perhatian,"" kata Nurul.   Adapun secara nasional, inflasi bulan ke bulan Sumut pada November 2023 tercatat lebih tinggi. Pada periode yang sama, inflasi Indonesia 0,38 persen.   Inflasi tahunan Sumut pun juga demikian, lebih tinggi dari nasional yang tercatat 2,86 persen.   Akan tetapi, untuk tahun kalender atau November 2023 terhadap Desember 2022, inflasi Sumut yang menyentuh 1,67 persen lebih rendah dari nasional 2,19 persen.   Secara bulanan, dari lima kota yang menjadi lokasi pengukuran indeks harga konsumen (IHK), BPS Sumut menyatakan hanya Sibolga yang deflasi yakni -0,19 persen.   Sementara lainnya mengalami inflasi, di mana yang tertinggi adalah Gunungsitoli (0,69 persen), Medan (0,49 persen), Pematang Siantar 0,37 persen dan Padang Sidempuan 0,01 persen.   Secara tahun ke tahun, lima kota IHK Sumut merasakan inflasi di atas tiga persen dengan yang tertinggi dialami Sibolga yakni 4,19 persen, disusul Gunungsitoli 3,98 persen, Padang Sidempuan 3,39 persen, Pematang Siantar 3,37 persen dan Medan 3,14 persen.   ""Kota Sibolga perlu mendapatkan perhatian karena angka inflasinya sudah di atas empat persen,"" tutur Nurul.   Menurut dia, inflasi kota Sibolga sudah berada di batas maksimal terkendalinya inflasi yaitu tiga persen plus minus satu persen.Pewarta: Michael SiahaanEditor: Evi Ratnawati    COPYRIGHT © ANTARA 2023 ",ekonomi
" Jumat, 1 Desember 2023 19:00 WIB",Pewarta: Imamatul SilfiaEditor: Biqwanto SitumorangCOPYRIGHT © ANTARA 2023,Kemenkeu: APBN turut jaga capaian manufaktur Indonesia,"     Jakarta (ANTARA) - Kepala Badan Kebijakan Fiskal (BKF) Kementerian Keuangan Febrio Kacaribu mengatakan Anggaran Pendapatan dan Belanja Negara (APBN) turut menjaga capaian indeks manufaktur Indonesia yang tercatat pada level 51,7 pada November. Purchasing Managers’ Index (PMI) tersebut naik dari bulan sebelumnya yang berada pada level 51,5 dan menandakan ekspansi aktivitas manufaktur nasional masih terjaga dalam 27 bulan berturut-turut.    “Capaian ini tidak terlepas dari peran APBN dalam menjaga daya beli masyarakat dan stabilitas ekonomi nasional serta mengantisipasi berbagai ketidakpastian yang masih tinggi,” kata Febrio di Jakarta, Jumat.    Menurut Febrio, kinerja indeks manufaktur Indonesia pada November menunjukkan resiliensi ekonomi Indonesia di tengah berbagai risiko ketidakpastian dan tren perlambatan ekonomi global.    Di beberapa negara lainnya, indeks manufaktur menunjukkan tren penurunan, seperti Amerika Serikat dan Jepang yang masing-masing terkontraksi ke level 49,4 dan 48,3.    Sementara itu, Tiongkok tercatat ekspansif di level 50,7.    Sektor manufaktur yang masih ekspansif didorong oleh tingkat permintaan dalam negeri yang masih kuat dan peningkatan penyerapan tenaga kerja.    Produsen juga meningkatkan pembelian dan persediaan input sejalan dengan meningkatnya keyakinan prospek permintaan domestik yang masih kuat.    “Secara keseluruhan, sentimen pada sektor manufaktur Indonesia pada bulan November tetap positif di tengah harapan akan kondisi pasar yang lebih kuat dan stabilitas harga yang lebih baik,” ujar Febrio.    Economics Associate Director S&P Global Market Intelligence Jingyi Pan menyebut data PMI November 2023 menunjukkan bahwa sektor manufaktur Indonesia terus berekspansi.    “Pesanan baru yang akan datang untuk barang produksi Indonesia kembali naik pada November 2023. Hal ini didukung oleh perbaikan kondisi permintaan dan ekspansi basis pelanggan,” jelasnya.    Pan menilai sangat penting untuk mengamati tanda-tanda perlambatan, meski perusahaan manufaktur tampaknya optimistis bahwa kondisi akan membaik pada bulan-bulan mendatang.    Namun, kabar baiknya, pertumbuhan output mengalami percepatan dengan sebagian ditopang oleh perbaikan pada jumlah tenaga kerja.    “Sementara tekanan harga semakin intensif, tingkat inflasi biaya input dan harga output masih belum melampaui rata-rata masing-masing,” ungkapnya.  Baca juga: Kemenkeu: Intervensi pangan mampu turunkan inflasi beras November  Baca juga: BKF: Insentif fiskal rumah sebagai intervensi ketidakpastian ekonomi  Baca juga: BKF sebut APBN 2024 diarahkan dukung transformasi ekonomi  Pewarta: Imamatul SilfiaEditor: Biqwanto Situmorang    COPYRIGHT © ANTARA 2023 ",ekonomi
" Jumat, 1 Desember 2023 18:52 WIB",Pewarta: Imamatul SilfiaEditor: Biqwanto SitumorangCOPYRIGHT © ANTARA 2023,Kemenkeu: Intervensi pangan mampu turunkan inflasi beras November,"     Jakarta (ANTARA) - Kepala Badan Kebijakan Fiskal (BKF) Kementerian Keuangan Febrio Kacaribu mengatakan intervensi kebijakan pada pengendalian harga pangan berhasil menurunkan inflasi beras pada November 2023.    “Pemerintah terus berupaya untuk menjaga konsistensi dalam mengantisipasi gejolak harga melalui berbagai intervensi, seperti stabilisasi harga dan pasokan. Salah satunya tercermin dari harga beras di berbagai kota yang mulai melambat, bahkan di beberapa kota mulai mengalami penurunan,” kata Febrio di Jakarta, Jumat.    Secara umum, inflasi November 2023 berada pada level 2,86 persen (year-on-year/yoy). Meski sedikit meningkat dibandingkan posisi Oktober 2,56 persen yoy, namun inflasi masih terkendali di dalam sasaran 2023, yaitu 3,0±1,0 persen.    Peningkatan inflasi November dipengaruhi oleh kenaikan inflasi harga pangan bergejolak (volatile food) yang mencapai 7,59 persen yoy, di mana komoditas beras masih menjadi pendorong utama. Kendati begitu, tekanan inflasi beras terhadap inflasi umum telah melemah dibanding sebelumnya.    Pada November, inflasi beras tercatat 0,43 persen (month-to-month/mtm). Sementara sebelumnya, inflasi beras pada September berada pada level 5,61 persen mtm dan Oktober 1,72 persen mtm.    Di sisi lain, perlambatan inflasi inti masih berlanjut, yakni tercatat 1,87 persen yoy, sedikit lebih rendah dari bulan lalu 1,91 persen yoy, dan inflasi harga diatur pemerintah (administered price) turun tipis menjadi 2,07 persen yoy, dari 2,12 persen yoy pada Oktober.    Turunnya inflasi administered price dipengaruhi oleh menurunnya harga BBM seiring harga minyak mentah dunia yang melandai.    Febrio mengatakan peran APBN bersama dengan APBD terus dioptimalkan sebagai shock absorber untuk merespons harga pangan yang masih tertekan, terutama dalam mempersiapkan masa liburan Natal dan Tahun Baru.    “Di tengah harga pangan yang masih mengalami tekanan, Pemerintah terus berkomitmen untuk mengantisipasi gejolak harga melalui kebijakan dari hulu hingga hilir. Bantuan pangan beras terus disalurkan dalam rangka menjaga akses pangan masyarakat, terutama masyarakat miskin dan rentan,” tutur Febrio.  Baca juga: BKF: Insentif fiskal rumah sebagai intervensi ketidakpastian ekonomi  Baca juga: BKF sebut APBN 2024 diarahkan dukung transformasi ekonomi  Baca juga: BPS: Tekanan beras terhadap inflasi mulai melemah  Pewarta: Imamatul SilfiaEditor: Biqwanto Situmorang    COPYRIGHT © ANTARA 2023 ",ekonomi
" Rabu, 22 November 2023 20:21 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa RusqiyatiCOPYRIGHT © ANTARA 2023,Chico sebut masalah di kaki kanan pengaruhi performa di China Masters,"     Jakarta (ANTARA) - Atlet bulu tangkis tunggal putra Indonesia Chico Aura Dwi Wardoyo mengungkapkan masalah di kaki kanannya menjadi salah satu faktor yang memengaruhi performanya yang tidak maksimal di babak pertama China Masters 2023, Rabu.    “Saya kecewa dengan penampilan hari ini. Pola permainan yang saya inginkan tidak keluar sama sekali. Juga ada kendala di kaki kanan, sedikit bermasalah. Dampaknya mengganggu pergerakan di lapangan,” ungkap Chico dalam keterangan singkat PP PBSI yang diterima di Jakarta.    Chico harus menelan kekalahan telak dari wakil tuan rumah Zhao Jun Peng dua gim langsung 10-21, 8-21 di babak pembuka turnamen BWF Super 750 yang digelar di Shenzhen tersebut.    Tunggal putra peringkat 22 dunia itu mengakui bahwa Zhao bermain dengan percaya diri dan solid, sementara ia sebaliknya.    “Lawan juga tampil lebih ulet. Dia juga lebih berani menyerang. Sementara permainan saya tidak bisa keluar,” ujar Chico.    Meski Chicotersingkir di babak awal, namun hingga saat ini Indonesia telah meloloskan setidaknya sembilan wakil ke babak kedua China Masters 2023.    Ada tunggal putri Gregoria Mariska Tunjung, tunggal putra Anthony Sinisuka Ginting, dan ganda putra Fajar Alfian/Muhammad Rian Ardianto serta Hendra Setiawan/Mohammad Ahsan yang melanjutkan langkah mereka ke partai kedua China Masters 2023.    Lebih lanjut, ada ganda putra lainnya Leo Rolly Carnando/Daniel Marthin dan Pramudya Kusumawardana/Yeremia Erich Yoche Yacob, disusul oleh ganda campuran Rinov Rivaldy/Pitha Haningtyas Mentari dan Dejan Ferdinansyah/Gloria Emanuelle Widjaja, serta ganda putri Apriyani Rahayu/Siti Fadia Silva Ramadhanti.  Baca juga: Keuletan bawa Hendra/Ahsan maju ke 16 besar China Masters  Baca juga: Rehan/Lisa ingin perbaiki diri demi bangkit ke performa terbaik  Baca juga: Bagas/Fikri evaluasi kekalahan di babak awal China MastersPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Rabu, 22 November 2023 20:13 WIB",,Rider Prancis juara balap endurance jetski Aquabike Karo Cup,"                     ANTARA - Pembalap jetski Aquabike asal Prancis Jean Bruno Pastorello keluar sebagai juara kategori endurance pada Aquabike endurance Karo Cup Grand Prix of Indonesia, Rabu (22/11). Jean berhasil melawan 21 pembalap dunia lainnya yang berlangsung di Pantai Sinalsal Danau Toba, Karo, Sumatra Utara. (Nabila Anisya Charisty/Syahrudin/Andi Bagasela/I Gusti Agung Ayu N)        ",olahraga
" Rabu, 22 November 2023 20:05 WIB",,Pembalap jetski muda Indonesia akui pentingnya jaga ketahanan tubuh,"                     ANTARA - Dua dari lima pembalap jetski dunia seri Endurance, Makaiodan Kaninaberbagi pengalamannya saat berlomba di Pantai Sinalsal, Danau Toba, Desa Tongging, Kecamatan Merek, Kabupaten Karo, Provinsi Sumatra Utara. Keduanya mengakui bahwa menjaga ketahanan tubuh menjadi yang terpenting mengingat pada kegiatan tambahan dalam ajang perlombaan AquabikeEndurance Karo Cup, Grand Prix of Indonesia, para pembalap perlu melalui trek yang panjang dengan durasi yang lama. (Nabila Anisya Charisty/Syahrudin/Yovita Amalia/Farah Khadija)        ",olahraga
" Rabu, 22 November 2023 19:42 WIB",Pewarta: A Rauf Andar AdipatiEditor: Eka Arifa RusqiyatiCOPYRIGHT © ANTARA 2023,Avila Bahar siap turun pada balapan sembilan jam di Malaysia,"     Jakarta (ANTARA) - Pembalap Indonesia Avila Bahar siap turun pada balapan sembilan jam atau 1.000 kilometer yang diselenggarakan pabrikan Honda di Malaysia yakni Malaysian Championship 2023 pada akhir pekan.    Avila Bahar memiliki bekal bagus sebelum ke Malaysia karena meraih hasil memuaskan pada penyelenggaraan seri keenam atau putaran terakhir ISSOM kelas ITCR 1500 di Sirkuit Sentul, Bogor, Minggu (19/11).    “Alhamdulillah Jumat (24/11) nanti saya sudah harus terbang ke Malaysia mengikuti panggilan dari Honda Malaysia. Balapan 1.000 km alias sembilan jam di sirkuit. Dan saya sendiri, jujur senang sekali bisa balapan di dua negara. Yah, semoga tahun depan bisa lebih dari dua negara,” kata Avila melalui keterangan tertulis yang diterima pewarta.    Avila pada balapan Minggu (19/11) finis di posisi kedua dan membuatnya berhasil mengakhiri musim dengan koleksi 71 poin di kelas ITCR 1500.    “Kebetulan untuk seri terakhir ini memang strateginya tak perlu memaksakan diri karena finis kelima saja sudah juara nasional. Jadi, saya memilih bermain aman walaupun sambil melihat-lihat peluang. Senang sekali bisa bersaing dengan pembalap senior yang pengalaman sudah jauh sekali karena saya belajar banyak dari mereka,” tutur Avila mengenai balapan di Sentul.  Baca juga: Avila Bahar raih modal berharga di Sentul sebelum membalap di Malaysia    Hingga saat ini,Avila belum mengambil keputusan untuk karier balapannya pada masa yang akan datang, meski ia masih ingin berkiprah bersama Honda Racing Indonesia.    “Kalau harus memilih untuk tahun depan saya masih ingin balapan lagi di kelas ITCR 1500 karena balapan kelas ini paling kompetitif dan untuk 2024 saya ingin cetak hattrick juara nasional di kelas ini,” ujar Avila lagi.   Sementara itu, ayah Avilayakni Alvin Bahar, juga meraih hasil positif di kelas divisi 2 ITCR 3600 Max. Alvin yang tampil konsisten pada musim ini berhasil mengumpulkan total 58 poin.   “Semua berjalan sesuai harapan. Syukur kami meraih hasil terbaik. Semoga ini bisa berulang lagi tahun depan,” kata Alvin.   Sedangkan satu pembalap tim Honda lainnyayakni Naufal Rafif Busro juga meraih gelar juara nasionalsetelah finis di posisi kedua kelas ITCR 1200. Torehan itu sudah cukup membawa Naufal menjadi juara karena perolehan poinnya unggul jauh sejak seri pertama.  Baca juga: Avila Bahar optimistis raih hasil memuaskan di seri pamungkas ISSOM 2023Pewarta: A Rauf Andar AdipatiEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Rabu, 22 November 2023 19:37 WIB",Pewarta: FirmanEditor: Dadan RamdaniCOPYRIGHT © ANTARA 2023,DKI Jakarta juara umum POMNAS XVIII di Kalimantan Selatan,"     Banjarbaru (ANTARA) - Kontingen DKI Jakarta keluar sebagai juara umum Pekan Olahraga Mahasiswa Nasional (POMNAS) XVIIItahun 2023 di Kalimantan Selatan (Kalsel) dengan memperoleh 68 medali emas, 34 perak dan 38 perunggu.   ""Selamat bagi DKI Jakarta telah berhasil mempertahankan status juara umum POMNAS setelah pada POMNAS di Sumatera Barat juga keluar sebagai yang terbaik,"" kata Rektor Universitas Lambung Mangkurat (ULM) Prof Ahmad Alim Bachri dalam sambutannya di Auditorium ULM di Banjarbaru, Rabu.   Dia juga mengaku bangga atas prestasi tuan rumah Kalsel yang pada POMNAS kali ini memberikan kejutan besar dengan duduk di peringkat enam dari 34 provinsi.   Kalsel mengumpulkan delapan medali emas, tujuh perak dan 27 perunggu yang menjadikan tuan rumah menempati posisi klasemen terbaik dibandingkan provinsi lainnya di pulau Kalimantan.   ""Alhamdulilah ini menjadi sejarah sendiri bagi Kalsel di ajang POMNAS, bahkan pada POMNAS sebelumnya hanya mampu berada di peringkat 22 dari 34 provinsi dengan meraih satu medali perak dan tujuh perunggu,"" ujarnya.   Sementara itu Ketua Badan Pembina Olahraga Mahasiswa Indonesia (BAPOMI) Kalsel Muhammad Rusmin Nuryadin mengakui prestasi tuan rumah jauh melampaui target.   Dia menyebut dari awal Kalsel hanya menargetkan sukses sebagai penyelenggara dan prestasi lebih baik dari POMNAS sebelumnya.   Ketua BPTI Asep Sukmayadi bersama 10 besar kontingen terbaik POMNAS XVIII. (ANTARA/Firman)     Pada kesempatan itu, Rusmin selaku ketua pelaksana POMNAS XVIII menyerahkan laporan penyelenggaraan POMNAS Kalsel kepada Kapusdiklat Pegawai Kemendikbudristek RI Mustangimah.   Setelah itu, dia mewakili Menteri Pendidikan, Kebudayaan, Riset dan Teknologi Nadiem Anwar Makarim menyerahkan penghargaan kepada Rektor ULM, Gubernur Kalimantan Selatan Sahbirin Noor dan perwakilan juri dan wasit.   Selanjutnya pemberian penghargaan kepada 10 besar kontingen pemenang POMNAS Kalsel XVIII 2023 oleh Ketua BPTI Asep Sukmayadi.   Adapun peraih 10 besar yaitu DKI Jakarta, Jawa Tengah, Jawa Timur, Sumatra Utara, Jawa barat, Kalimantan Selatan, Kalimantan Timur, Nusa Tenggara Timur, Daerah Istimewa Yogyakarta, dan Bali.  Baca juga: Menpora buka POMNAS XVIIIKalsel  Baca juga: Kalimantan Selatan diperkuat 260 atlet di POMNAS 2023  Baca juga: Bapomi Jambi berangkatkan 42 atlet pada Pomnas 2023  Baca juga: POMNAS XVIII Kalsel perebutkan1.397 keping medaliPewarta: FirmanEditor: Dadan Ramdani    COPYRIGHT © ANTARA 2023 ",olahraga
" Rabu, 22 November 2023 19:24 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa RusqiyatiCOPYRIGHT © ANTARA 2023,Keuletan bawa Hendra/Ahsan maju ke 16 besar China Masters,"     Jakarta (ANTARA) - Ganda putra Indonesia Hendra Setiawan/Mohammad Ahsan mengatakan tampil dengan sabar dan ulet dalam menghadapi serangan lawan adalah kunci yang membawa mereka ke babak 16 besar China Masters 2023.    Hendra/Ahsanmenang atas ganda putra Prancis Christo Popov/Toma Junior Popov dua gim langsung 21-11, 21-19 di babak pembuka China Masters 2023 di Shenzhen, Rabu.    “Ini pertandingan yang tidak mudah. Pertahanan lawan juga kuat, tidak mati-mati. Kami pun harus bermain lebih sabar. Untuk bisa menghasilkan poin, pukulannya harus lebih bervariasi,” kata Hendra dalam keterangan singkat PP PBSI yang diterima di Jakarta.    Ganda putra peringkat sembilan dunia itu pun sepakat bahwa gim kedua berlangsung lebih ketat karena merekaterlalu tergesa-gesa untuk mendapatkan poin.    “Di gim kedua, kami malah terburu-buru. Kami smash, lawan juga tidak mati. Kami malah makin bernafsu mematikan dan hasilnya malah mati sendiri. Harusnya kami lebih sabar dulu. Kalau bola tidak enak dan kami paksa, hasilnya malah menyangkut,” kata Hendra.    “Di gim kedua, karena laju bolanya lamban dan lawan bermain seperti satu-satu, permainan lawanmalah bisa lebih hidup hingga skornya ketat. Tetapi syukur akhirnya bisa kami atasi,” ujar Ahsan menambahkan.  Baca juga: Rehan/Lisa ingin perbaiki diri demi bangkit ke performa terbaik    Dengan kemenangan ini, maka Hendra/Ahsan akan berjumpa dengan pasangan tuan rumah sekaligus ganda putra nomor satu dunia Liang Wei Keng/Wang Chang di babak kedua turnamen BWF Super 750 ini.    “Besok lawan Liang Wei Keng/Wang Chang, ya siap saja. Kami sudah lama tidak bertemu mereka. Kami ingin memberikan perlawanan yang terbaik saja,” kata Hendra.    “Besok lawan pasangan China, ya dihadapi saja. Tinggal main. Soal hasil tidak usah dipikir,” ujar Ahsan menambahkan.    Sementara itu, sejauh ini, Indonesia telah meloloskan sembilan wakil ke babak kedua China Masters 2023.    Selain Hendra/Ahsan, ada pula tunggal putri Gregoria Mariska Tunjung, tunggal putra Anthony Sinisuka Ginting, dan ganda putra Fajar Alfian/Muhammad Rian Ardianto.    Lebih lanjut, ada ganda putra lainnya Leo Rolly Carnando/Daniel Marthin dan Pramudya Kusumawardana/Yeremia Erich Yoche Yacob, disusul oleh ganda campuran Rinov Rivaldy/Pitha Haningtyas Mentari dan Dejan Ferdinansyah/Gloria Emanuelle Widjaja, serta ganda putri Apriyani Rahayu/Siti Fadia Silva Ramadhanti.  Baca juga: Bagas/Fikri evaluasi kekalahan di babak awal China Masters  Baca juga: Strategi permainan baru buat Ginting lolos ke 16 besar China MastersPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Rabu, 22 November 2023 18:28 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa RusqiyatiCOPYRIGHT © ANTARA 2023,Rehan/Lisa ingin perbaiki diri demi bangkit ke performa terbaik,"     Jakarta (ANTARA) - Ganda campuran Indonesia Rehan Naufal Kusharjanto/Lisa Ayu Kusumawati mengatakan ingin memperbaiki diridemi bangkit ke performa terbaik setelah langkah mereka terhenti di babak pertama China Masters 2023.    “Setelah kalah, kami ya harus latihan terus. Ya bagaimana lagi, kami kalah, kami harus belajar lagi lebih keras. Pertandingan sudah selesai, kami harus melakukan evaluasi untuk perbaikan,” kata Lisa, dikutip dari keterangan singkat PP PBSI yang diterima di Jakarta, Rabu.    Rehan/Lisa kalah dari ganda campuran tuan rumah Feng Yan Zhe/Huang Dong Ping dalam dua gim langsung 17-21, 16-21 pada laga pertama yang digelar di Shenzhen tersebut.    Pertandingan antara Rehan/Lisa dan Feng/Huang yang merupakan unggulan ketiga itu berlangsung cukup sulit bagi pasangan Indonesia. Di gim pertama, Rehan/Lisa masih bisamengimbangi permainan cepat dari Feng/Huang. Namun, Rehan/Lisa mengakui bahwa mereka tampil dengan tergesa-gesa dan kurang sabar.    “Kami kurang puas dengan kekalahan ini. Meski kata Koh Herry (Herry IP, pelatih ganda campuran), kami bisa memberikan perlawanan, kalau kalah ya pasti saya tidak puas. Masih banyak yang harus diperbaiki lagi,” ungkap Rehan.    “Kami sudah bisa memberi perlawanan, tetapi cara mainnya masih buru-buru. Padahal lawan sebenarnya tidak susah untuk dimatikan, tetapi kami banyak melakukan kesalahan sendiri karena terburu-buru. Kami harusnya bermain lebih aman,” ujarnya menambahkan.  Baca juga: Bagas/Fikri evaluasi kekalahan di babak awal China Masters    Pun di gim kedua, Rehan/Lisa bahkan sempat terpaut jauh 10-17 sebelum mereka mencoba menyerang kembali.    “Tadi kami juga kecolongan dari servis Huang Dong Ping yang bagus sekali. Dari kedudukan 8-8 bisa jadi 8-11 itu karena servisnya bagus. Padahal dari awal saya sudah waspada,” kata Rehan.    Sementara itu, sejauh ini, Indonesia telah meloloskan delapan wakil ke babak kedua China Masters 2023.    Ada tunggal putri Gregoria Mariska Tunjung, tunggal putra Anthony Sinisuka Ginting, dan ganda putra Fajar Alfian/Muhammad Rian Ardianto.    Lebih lanjut, ada ganda putra lainnya Leo Rolly Carnando/Daniel Marthin dan Pramudya Kusumawardana/Yeremia Erich Yoche Yacob, disusul oleh ganda campuran Rinov Rivaldy/Pitha Haningtyas Mentari dan Dejan Ferdinansyah/Gloria Emanuelle Widjaja, serta ganda putri Apriyani Rahayu/Siti Fadia Silva Ramadhanti.  Baca juga: Strategi permainan baru buat Ginting lolos ke 16 besar China Masters  Baca juga: Fajar/Rian lalui laga ketat demi maju ke 16 besar China MastersPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Rabu, 22 November 2023 17:44 WIB",,Keseruan Aquabike Endurance Karo Cup Grand Prix of Indonesia,,olahraga
